periodico_id,titulo_principal,titulo_abreviado,titulo_norm,issn_impresso,issn_eletronico,issn_l,issn_impresso_norm,issn_eletronico_norm,issn_l_norm,publisher_nome,publisher_norm,pais,area_tematica,plataforma_editorial,url_principal_atual,dominio_url_principal,fonte_url_principal,ativo_editorial_recente,ano_ultimo_registro_editorial,tem_doaj,tem_latindex,tem_titledb,observacao_match
PER_186529C2583B7140,Economia e Sociedade,,economia e sociedade,0104-0618,1982-3533,,0104-0618,1982-3533,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=31; anos=1992-2022
PER_B41E70D6B354388B,ETD - Educação Temática Digital,,etd - educacao tematica digital,,1676-2592,,,1676-2592,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=24; anos=1999-2022
PER_4FA5D9F42587F417,Figura,,figura,2317-4633,2317-4625,,2317-4633,2317-4625,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2013-2020
PER_2C2C8A6BA42BD40A,Ideias,,ideias,0104-7876,2179-5525,,0104-7876,2179-5525,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2010-2022
PER_1C90680FABBD2370,Journal of Innovation and Healthcare Management,,journal of innovation and healthcare management,,2595-7163,,,2595-7163,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=2015-2019
PER_C109EC40E173F74B,Línguas e Instrumentos Línguísticos,,linguas e instrumentos linguisticos,1519-4906,2674-7375,,1519-4906,2674-7375,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=3; anos=2018-2020
PER_62265D22EB4349F4,Manuscrito: Revista Internacional de Filosofia,,manuscrito: revista internacional de filosofia,0100-6045,2317-630X,,0100-6045,2317-630X,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=23; anos=2000-2022
PER_64E70DDB695A7BEE,Maloca: Revista de Estudos Indígenas,,maloca: revista de estudos indigenas,,2675-3111,,,2675-3111,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=3; anos=2018-2020
PER_46244DF78C64642A,Música Popular em Revista,,musica popular em revista,,2316-7858,,,2316-7858,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2012-2020
PER_A8E545D1D1554AA8,Opinião Pública,,opiniao publica,,1807-0191,,,1807-0191,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=30; anos=1993-2022
PER_88FC3FD7E0BAA973,Pro-Posições,,pro-posicoes,0103-7307,1980-6248,,0103-7307,1980-6248,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=33; anos=1990-2022
PER_CACAA906F95AA4FD,Remate de Males,,remate de males,0103-183X,2316-5758,,0103-183X,2316-5758,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=41; anos=1980-2022
PER_CF36201AA08D9F96,Revista HISTEDBR On-Line,,revista histedbr on-line,,1676-2584,,,1676-2584,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=14; anos=2009-2022
PER_B763583317C2328F,Revista Internacional de Educação Superior,,revista internacional de educacao superior,,2446-9424,,,2446-9424,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2015-2022
PER_ED5C5B97C3B26542,RBEST: Revista Brasileira de Economia Social e do Trabalho,,rbest: revista brasileira de economia social e do trabalho,,2674-9564,,,2674-9564,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=2019-2020
PER_BC919657637908E7,Revista Brasileira de Preservação Digital,,revista brasileira de preservacao digital,,2675-3073,,,2675-3073,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2020-2020
PER_585159CCC3EE0345,Revista de História da Arte e Arqueologia,,revista de historia da arte e arqueologia,1413-0874,2179-2305,,1413-0874,2179-2305,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=3; anos=2014-2020
PER_E0A6A3AF6D760291,Revista Visuais,,revista visuais,,2447-1313,,,2447-1313,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2015-2020
PER_7F501CC8C249D307,"Tecnologias, Sociedade e Conhecimento",,"tecnologias, sociedade e conhecimento",,2318-8839,,,2318-8839,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=7; anos=2013-2020
PER_42B15B53CACBDAA5,Tematicas,,tematicas,1413-2486,2595-315X,,1413-2486,2595-315X,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=28; anos=1993-2020
PER_3A74616DE8213C95,Trabalhos em Linguística Aplicada,,trabalhos em linguistica aplicada,0103-1813,2175-764X,,0103-1813,2175-764X,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=40; anos=1983-2022
PER_5F7579B47CE8DAC2,URBANA: Revista Eletrônica do Centro Interdisciplinar de Estudos sobre a Cidade,,urbana: revista eletronica do centro interdisciplinar de estudos sobre a cidade,,1982-0569,,,1982-0569,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2006-2020
PER_81CD74B5B4EEDC8D,Studium,,studium,,1519-4388,,,1519-4388,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=18; anos=1999-2019
PER_22931945F18F8132,Zetetiké: Revista de Educação Matemática,,zetetike: revista de educacao matematica,0104-4877,2176-1744,,0104-4877,2176-1744,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=30; anos=1993-2022
PER_789F57027D9AFB37,Ciências do Ambiente On-line,,ciencias do ambiente on-line,,2179-9962,,,2179-9962,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,http://sistemas.ib.unicamp.br/be310/nova/,sistemas.ib.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2005-2014
PER_4F5E00D94B0E9519,Physicae,,physicae,,2236-3521,,,2236-3521,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/inpec/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2000-2017
PER_DC2568B70D514A95,Physicae Proceedings,,physicae proceedings,,2236-7535,,,2236-7535,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://econtents.bc.unicamp.br/eventos/,econtents.bc.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=2010-2012
PER_95ABBFEC7AB7C293,Cadernos Pagu,,cadernos pagu,0104-8333,1809-4449,,0104-8333,1809-4449,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=30; anos=1993-2022
PER_DFBBDE1794A55F41,Conexões,,conexoes,1516-4381,1983-9030,,1516-4381,1983-9030,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=24; anos=1998-2022
PER_7F64915C818A7F56,Labor & Engenho,,labor & engenho,1981-1152,2176-8846,,1981-1152,2176-8846,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2007-2022
PER_36D5BD40F303E23F,PARC Pesquisa em Arquitetura e Construção,,parc pesquisa em arquitetura e construcao,,1980-6809,,,1980-6809,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2006-2022
PER_6ACD1EC59684C6CC,Resgate,,resgate,,2178-3284,,,2178-3284,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=29; anos=1990-2022
PER_AB81F9770DFEB967,Revista Arqueologia Pública,,revista arqueologia publica,,2237-8294,,,2237-8294,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2006-2022
PER_F2806F0EB6246EDE,RUA,,rua,1413-2109,2179-9911,,1413-2109,2179-9911,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=28; anos=1995-2022
PER_FC0C4D1F852CFE28,Segurança Alimentar e Nutricional,,seguranca alimentar e nutricional,1808-8023,2316-297X,,1808-8023,2316-297X,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2005-2022
PER_C4F29FF5ED46A632,Serviço Social & Saúde,,servico social & saude,,2446-5992,,,2446-5992,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=2002-2022
PER_5059D82DC5BA6624,Terrae Didatica,,terrae didatica,1679-2300,1980-4407,,1679-2300,1980-4407,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=18; anos=2005-2022
PER_9D0301289770D7D6,Caderno AEL - Arquivo Edgard Leuenroth,,caderno ael - arquivo edgard leuenroth,1413-6597,,,1413-6597,,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://www.ifch.unicamp.br/ojs/,www.ifch.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=1992-2010
PER_8470C54D8AFD8620,História Social,,historia social,1413-7046,2178-1141,,1413-7046,2178-1141,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://www.ifch.unicamp.br/ojs/,www.ifch.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=1994-2013
PER_CA986EC7823010E3,RURIS: Revista do Centro de Estudos Rurais,,ruris: revista do centro de estudos rurais,1980-1998,2317-1480,,1980-1998,2317-1480,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,https://www.ifch.unicamp.br/ojs/,www.ifch.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2007-2020
PER_87FDC6A1A7B72AB2,Revista Brasileira de Educação em Geografia,,revista brasileira de educacao em geografia,,2236-3904,,,2236-3904,,Universidade Estadual de Campinas,universidade estadual de campinas,Brasil,,OJS3,http://www.revistaedugeo.com.br/ojs/,www.revistaedugeo.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2011-2020
PER_C4A617C433376488,Filosofia e Educação,,filosofia e educacao,,1984-9605,,,1984-9605,,"Universidade Estadual de Campinas, Faculdade de Educação","universidade estadual de campinas, faculdade de educacao",Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=14; anos=2009-2022
PER_7779D723FC9C6AAB,Revista Brasileira de Inovação,,revista brasileira de inovacao,1677-2504,2178-2822,,1677-2504,2178-2822,,"Universidade Estadual de Campinas, Instituto d Geociências","universidade estadual de campinas, instituto d geociencias",Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=21; anos=2002-2022
PER_BB203135A7C1E8CF,CONCEIÇÃO/CONCEPTION,,conceicao/conception,,2317-5737,,,2317-5737,,"Universidade Estadual de Campinas, Instituto de Artes","universidade estadual de campinas, instituto de artes",Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2012-2022
PER_EC414114A5A3A756,Pitágoras 500,,pitagoras 500,,2237-387X,,,2237-387X,,"Universidade Estadual de Campinas, Instituto de Artes","universidade estadual de campinas, instituto de artes",Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2011-2022
PER_3585DE9A71BACFB9,Revista Sonora,,revista sonora,,1809-1652,,,1809-1652,,"Universidade Estadual de Campinas, Instituto de Artes","universidade estadual de campinas, instituto de artes",Brasil,,OJS3,https://www.publionline.iar.unicamp.br/,www.publionline.iar.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=14; anos=2004-2019
PER_CE4186AFAF63CBA2,Anais do Seta,,anais do seta,,1981-9153,,,1981-9153,,"Universidade Estadual de Campinas, Instituto de Estudos da Linguagem","universidade estadual de campinas, instituto de estudos da linguagem",Brasil,,OJS3,http://revistas.iel.unicamp.br/,revistas.iel.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2007-2019
PER_2A2988387A38F9A3,Liames-Línguas Indígenas e Americanas,,liames-linguas indigenas e americanas,1678-0531,2177-7160,,1678-0531,2177-7160,,"Universidade Estadual de Campinas, Instituto de Estudos da Linguagem","universidade estadual de campinas, instituto de estudos da linguagem",Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=2001-2022
PER_48E4D224EDA7B66D,"Língua, Literatura e Ensino",,"lingua, literatura e ensino",,1981-6871,,,1981-6871,,"Universidade Estadual de Campinas, Instituto de Estudos da Linguagem","universidade estadual de campinas, instituto de estudos da linguagem",Brasil,,OJS3,http://revistas.iel.unicamp.br/,revistas.iel.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2007-2020
PER_C7B2777C427F4319,Revista do Edicc,,revista do edicc,,2317-3815,,,2317-3815,,"Universidade Estadual de Campinas, Instituto de Estudos da Linguagem","universidade estadual de campinas, instituto de estudos da linguagem",Brasil,,OJS3,http://revistas.iel.unicamp.br/,revistas.iel.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=5; anos=2012-2020
PER_DFF2A9767F802A12,Sínteses,,sinteses,1678-1295,1981-1314,,1678-1295,1981-1314,,"Universidade Estadual de Campinas, Instituto de Estudos da Linguagem","universidade estadual de campinas, instituto de estudos da linguagem",Brasil,,OJS3,http://revistas.iel.unicamp.br/,revistas.iel.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=1996-2010
PER_2335F847E080B3D2,Revista Digital de Biblioteconomia e Ciência da Informação,,revista digital de biblioteconomia e ciencia da informacao,,1678-765X,,,1678-765X,,"Universidade Estadual de Campinas, Sistema de Bibliotecas","universidade estadual de campinas, sistema de bibliotecas",Brasil,,OJS3,https://periodicos.sbu.unicamp.br/ojs/,periodicos.sbu.unicamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=2003-2022
PER_F4D01EB801F311AF,A Cor das Letras,,a cor das letras,1415-8973,2594-9675,,1415-8973,2594-9675,,Universidade Estadual de Feira de Santana,universidade estadual de feira de santana,Brasil,,OJS3,http://periodicos.uefs.br/,periodicos.uefs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=1997-2022
PER_CFA5EF45638154FD,Revista Ideação,,revista ideacao,1415-4668,2359-6384,,1415-4668,2359-6384,,Universidade Estadual de Feira de Santana,universidade estadual de feira de santana,Brasil,,OJS3,http://periodicos.uefs.br/,periodicos.uefs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2008-2022
PER_A867F73194D3D3B7,Revista Légua & Meia,,revista legua & meia,1676-5095,2177-0344,,1676-5095,2177-0344,,Universidade Estadual de Feira de Santana,universidade estadual de feira de santana,Brasil,,OJS3,http://periodicos.uefs.br/,periodicos.uefs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2002-2022
PER_6107F2F78D26E5DD,Revista Jurídica da Universidade Estadual de Feira de Santana (UEFS),,revista juridica da universidade estadual de feira de santana (uefs),,2527-1806,,,2527-1806,,Universidade Estadual de Feira de Santana,universidade estadual de feira de santana,Brasil,,OJS3,http://periodicos.uefs.br/,periodicos.uefs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=3; anos=2016-2021
PER_B402F07CD6F11524,Revista de Saúde Coletiva da UEFS,,revista de saude coletiva da uefs,1677-7522,2594-7524,,1677-7522,2594-7524,,Universidade Estadual de Feira de Santana,universidade estadual de feira de santana,Brasil,,OJS3,http://periodicos.uefs.br/,periodicos.uefs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2015-2022
PER_6CAD7B6FC822A54C,SITIENTIBUS Série Ciências Biológicas,,sitientibus serie ciencias biologicas,1519-6097,2238-4103,,1519-6097,2238-4103,,Universidade Estadual de Feira de Santana,universidade estadual de feira de santana,Brasil,,OJS3,http://periodicos.uefs.br/,periodicos.uefs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2010-2022
PER_23616CBF2DB8ACEC,Sociobiology,,sociobiology,0361-6525,2447-8067,,0361-6525,2447-8067,,Universidade Estadual de Feira de Santana,universidade estadual de feira de santana,Brasil,,OJS3,http://periodicos.uefs.br/,periodicos.uefs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2012-2022
PER_C94B36B87569DD88,Anais Seminário de Iniciação Científica,,anais seminario de iniciacao cientifica,,2595-0339,,,2595-0339,,Universidade Estadual de Feira de Santana,universidade estadual de feira de santana,Brasil,,OJS3,http://periodicos.uefs.br/,periodicos.uefs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2016-2021
PER_8F83740945B5860C,Anais Eletrônicos da Semana de História da UEG Câmpus Porangatu,,anais eletronicos da semana de historia da ueg campus porangatu,,2316-6428,,,2316-6428,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=2012-2016
PER_1977D46CED79A987,Anais do Congresso Acadêmico-Científico da UEG Porangatu,,anais do congresso academico-cientifico da ueg porangatu,2237-2571,,,2237-2571,,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=2012-2015
PER_9C98E98BF4EF1169,Anais do Congresso de História e Literatura: Tempo e Narrativa,,anais do congresso de historia e literatura: tempo e narrativa,,2317-4641,,,2317-4641,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2013-2013
PER_702FDC95430D243E,Anais do Encontro de Acadêmicos de Pedagogia e Educadores,,anais do encontro de academicos de pedagogia e educadores,,2317-1421,,,2317-1421,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=2012-2013
PER_F9AABE8A9461E818,"Anais do Seminário de Educação, Linguagem e Tecnologias",,"anais do seminario de educacao, linguagem e tecnologias",,2238-3735,,,2238-3735,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=5; anos=2011-2019
PER_AAA47BE330F3CE2C,Anais do Seminário sobre Políticas Públicas e Aspectos das Mudanças Institucionais no Brasil e em Goiás,,anais do seminario sobre politicas publicas e aspectos das mudancas institucionais no brasil e em goias,,2316-8307,,,2316-8307,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2012-2012
PER_BAAE3B913821FE33,"Anais do Simpósio Nacional Espaço, Economia e Políticas Públicas",,"anais do simposio nacional espaco, economia e politicas publicas",,2238-1015,,,2238-1015,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=3; anos=2011-2013
PER_C3C756B6C2AC2FC9,"Anais do Simpósio Nacional do CieAA, Simpósio Nacional de História e Colóquio UEG na Escola",,"anais do simposio nacional do cieaa, simposio nacional de historia e coloquio ueg na escola",,2317-4951,,,2317-4951,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2012-2012
PER_138DB7640200A17B,Anais do Simpósio Regional de História (SRH)-UEG UnU Jussara,,anais do simposio regional de historia (srh)-ueg unu jussara,,2316-8390,,,2316-8390,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2012-2012
PER_183715DB808312AA,Seminário de Pesquisa dos professores e Jornada de Iniciação Científica da UnUCSEH,,seminario de pesquisa dos professores e jornada de iniciacao cientifica da unucseh,,2175-2605,,,2175-2605,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.anais.ueg.br/,www.anais.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2012-2012
PER_D1FFDB046457F73B,Building the way-Revista do Curso de Letras da UEG/Itapuranga,,building the way-revista do curso de letras da ueg/itapuranga,1519-7220,2237-2075,,1519-7220,2237-2075,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.revista.ueg.br/,www.revista.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2011-2020
PER_CB53A10C77AEFDFE,"REVELLI - Revista de Educação, Linguagem e Literatura",,"revelli - revista de educacao, linguagem e literatura",,1984-6576,,,1984-6576,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.revista.ueg.br/,www.revista.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2009-2020
PER_F435DFE02DA32B3C,Revista Agrotecnologia,,revista agrotecnologia,2179-5940,2179-5959,,2179-5940,2179-5959,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.revista.ueg.br/,www.revista.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2010-2021
PER_8E2346E9A2D0D175,Revista Eletrônica-Expedições: Teoria da História e Historiografia,,revista eletronica-expedicoes: teoria da historia e historiografia,,2179-6386,,,2179-6386,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.revista.ueg.br/,www.revista.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2010-2020
PER_E51BCBA8DF617711,Revista Plurais-Virtual,,revista plurais-virtual,1984-3941,2238-3751,,1984-3941,2238-3751,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.revista.ueg.br/,www.revista.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2011-2018
PER_85AAF0D9D142DA19,Revista Praxia,,revista praxia,,2317-7357,,,2317-7357,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.revista.ueg.br/,www.revista.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=2; anos=2013-2020
PER_B126480A2283BDD5,Revista Territorial,,revista territorial,,2317-0360,,,2317-0360,,Universidade Estadual de Goiás-UEG,universidade estadual de goias-ueg,Brasil,,OJS3,https://www.revista.ueg.br/,www.revista.ueg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2012-2020
