periodico_id,titulo_principal,titulo_abreviado,titulo_norm,issn_impresso,issn_eletronico,issn_l,issn_impresso_norm,issn_eletronico_norm,issn_l_norm,publisher_nome,publisher_norm,pais,area_tematica,plataforma_editorial,url_principal_atual,dominio_url_principal,fonte_url_principal,ativo_editorial_recente,ano_ultimo_registro_editorial,tem_doaj,tem_latindex,tem_titledb,observacao_match
PER_281245F316AED988,Revista do Instituto GeoGebra Internacional de São Paulo,,revista do instituto geogebra internacional de sao paulo,,2237-9657,,,2237-9657,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=2012-2022
PER_F5384752DCF8C305,Intercâmbio,,intercambio,1413-4055,2237-759X,,1413-4055,2237-759X,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=45; anos=1996-2022
PER_11EA72F24F71C032,Kairós,,kairos,1516-2567,2176-901X,,1516-2567,2176-901X,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=31; anos=2007-2022
PER_E4D0E5FFCAD508FA,Kalíope,,kaliope,1808-6977,,,1808-6977,,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2005-2016
PER_54C73F9CB1D4AF81,Leitura Flutuante,,leitura flutuante,,2175-7291,,,2175-7291,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=25; anos=2009-2022
PER_30F21518C031B6D0,Cadernos Metrópole,,cadernos metropole,1517-2422,2236-9996,,1517-2422,2236-9996,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=47; anos=1999-2022
PER_F7DF48028307703F,Revista Nexi,,revista nexi,,2237-8383,,,2237-8383,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2011-2019
PER_15B2776C50FA1E9A,NURES: Revista do Núcleo de Estudos de Religião e Sociedade,,nures: revista do nucleo de estudos de religiao e sociedade,,1981-156X,,,1981-156X,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=28; anos=2005-2018
PER_C96D0DF980178BB4,Pensamento & Realidade,,pensamento & realidade,1415-5109,2237-4418,,1415-5109,2237-4418,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=47; anos=1998-2021
PER_22CDDCEAAF8693C1,Ponto-e-Vírgula,,ponto-e-virgula,,1982-4807,,,1982-4807,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=24; anos=2007-2018
PER_DBD078CE737EE6B4,Psicologia Revista,,psicologia revista,1413-4063,2594-3871,,1413-4063,2594-3871,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=32; anos=2005-2020
PER_C9ED2F6699344149,REB: Revista Eletrônica de Biologia,,reb: revista eletronica de biologia,,1983-7682,,,1983-7682,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2008-2015
PER_4C41218C724C8ED5,REVELETEO: Revista de Teologia,,reveleteo: revista de teologia,,2177-952X,,,2177-952X,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=28; anos=2007-2020
PER_139715D49499EFD8,Revista Administração em Diálogo,,revista administracao em dialogo,,2178-0080,,,2178-0080,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=44; anos=1999-2020
PER_BC6A26B9D29A0D3F,Revista Científica e-Curriculum,,revista cientifica e-curriculum,,1809-3876,,,1809-3876,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=32; anos=2005-2020
PER_5F45214CC93D9C6E,Revista Eletrônica da Faculdade de Direito,,revista eletronica da faculdade de direito,,1984-1094,,,1984-1094,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2008-2010
PER_1267154C0515773A,Rever: Revista de Estudos da Religião,,rever: revista de estudos da religiao,2236-580X,1677-1222,,2236-580X,1677-1222,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=2011-2022
PER_4B5D4AF821B0A285,Revista l@el em (dis-)curso,,revista l@el em (dis-)curso,,2175-4640,,,2175-4640,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2009-2016
PER_0B4A5B1599458EC1,Projeto História,,projeto historia,0102-4442,2176-2767,,0102-4442,2176-2767,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=72; anos=1981-2022
PER_A820EA7A72875B2B,Revista da Faculdade de Ciências Médicas de Sorocaba,,revista da faculdade de ciencias medicas de sorocaba,1517-8242,1984-4840,,1517-8242,1984-4840,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=45; anos=1999-2022
PER_C520F06265DA78D4,Revista de Carreiras e Pessoas,,revista de carreiras e pessoas,,2237-1427,,,2237-1427,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=2011-2020
PER_E6DBE55AF187A9D6,Revista de Computação e Tecnologia,,revista de computacao e tecnologia,,2176-7998,,,2176-7998,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=2009-2010
PER_6DC614F6F6EB1F1B,RISUS: Revista de Inovação e Sustentabilidade,,risus: revista de inovacao e sustentabilidade,,2179-3565,,,2179-3565,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=24; anos=2010-2022
PER_8F7B0A3CFF2BF4F7,Pesquisa & Debate,,pesquisa & debate,0102-7603,1806-9029,,0102-7603,1806-9029,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=48; anos=1998-2022
PER_0B848A34E2DDD1BC,TECCOGs: Revista Digital de Tecnologias Cognitivas,,teccogs: revista digital de tecnologias cognitivas,,1984-3585,,,1984-3585,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2017-2019
PER_3957C58C0D561EA9,Tessituras & Criação,,tessituras & criacao,,2236-3912,,,2236-3912,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=2011-2012
PER_946C87C55AE788E7,The Especialist,,the especialist,0102-7077,2318-7115,,0102-7077,2318-7115,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=58; anos=1983-2020
PER_A02C0CE5E75EF63A,VERBUM,,verbum,,2316-3267,,,2316-3267,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=18; anos=2012-2020
PER_D5659C94D2B4E43A,Verve: Revista semestral autogestionária do Nu-Sol,,verve: revista semestral autogestionaria do nu-sol,1676-9090,,,1676-9090,,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=36; anos=2002-2019
PER_4695E0159E4F9D1E,Último Andar,,ultimo andar,1415-899X,1980-8305,,1415-899X,1980-8305,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=28; anos=2005-2020
PER_D3EF51C9F19DFAAC,"Revista Avesso: Pensamento, Memória e Sociedade",,"revista avesso: pensamento, memoria e sociedade",,2675-8253,,,2675-8253,,Pontifícia Universidade Católica de São Paulo,pontificia universidade catolica de sao paulo,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2020-2022
PER_A34D6BF7F49E41C4,Revista Brasileira de Literaturas e Teologias (Teoliterária),,revista brasileira de literaturas e teologias (teoliteraria),,2236-9937,,,2236-9937,,Pontifícia Universidade Católica de São Paulo e Associação Latino Americana de Literatura e Teologia,pontificia universidade catolica de sao paulo e associacao latino americana de literatura e teologia,Brasil,,OJS3,https://revistas.pucsp.br/,revistas.pucsp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=2011-2022
PER_C71A0E9D4EAD94B0,Archives of Oral Research,,archives of oral research,2236-8035,2236-8027,,2236-8035,2236-8027,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=2004-2013
PER_965BEE1834F7F9F5,Estudos Nietzsche,,estudos nietzsche,,2179-3441,,,2179-3441,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2010-2014
PER_DAACA0B63215C90D,Revista de Direito Econômico e Socioambiental,,revista de direito economico e socioambiental,2179-345X,2179-8214,,2179-345X,2179-8214,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=25; anos=2010-2022
PER_33B6707BA30EA0A3,Caminhos de Diálogo,,caminhos de dialogo,,2595-8208,,,2595-8208,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2013-2022
PER_F731120A80BB8788,Caderno Teológico da PUCPR,,caderno teologico da pucpr,,2318-8065,,,2318-8065,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2019-2021
PER_39C64F65779B0248,Revista de Filosofia Aurora,,revista de filosofia aurora,0104-4443,1980-5934,,0104-4443,1980-5934,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=39; anos=2003-2022
PER_2037C0BAFB567D11,Urbe. Revista Brasileira de Gestão Urbana,,urbe. revista brasileira de gestao urbana,,2175-3369,,,2175-3369,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=27; anos=2009-2022
PER_A2A4B1C4C502A3A9,Fisioterapia em Movimento,,fisioterapia em movimento,0103-5150,1980-5918,,0103-5150,1980-5918,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=35; anos=2005-2022
PER_FBB9DB4079E3D884,Revista Acadêmica Ciência Animal,,revista academica ciencia animal,,2596-2868,,,2596-2868,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=39; anos=2003-2022
PER_7B73A3E18D015F33,Revistra Brasileira de Estratégia - REABRAE,,revistra brasileira de estrategia - reabrae,1983-8484,2175-3350,,1983-8484,2175-3350,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=24; anos=2008-2019
PER_248C7A2FE683180F,Revista de Estudos da Comunicação,,revista de estudos da comunicacao,,1982-8675,,,1982-8675,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=2007-2016
PER_B04F57BF98E0B721,Estudos da Biologia,,estudos da biologia,0102-2067,1980-590X,,0102-2067,1980-590X,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=20; anos=2004-2014
PER_57905FD4AB7BE0E7,Revista Diálogo Educacional,,revista dialogo educacional,1518-3483,1981-416X,,1518-3483,1981-416X,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=45; anos=2000-2022
PER_43086A7A93A80D79,Revista Pistis & Pratix,,revista pistis & pratix,1984-3755,2175-1838,,1984-3755,2175-1838,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=27; anos=2009-2022
PER_4F1CD1DB39621E85,Revista Psicologia Argumento,,revista psicologia argumento,0103-7013,1980-5942,,0103-7013,1980-5942,,Pontifícia Universidade Católica do Paraná,pontificia universidade catolica do parana,Brasil,,OJS3,https://periodicos.pucpr.br/,periodicos.pucpr.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=35; anos=2005-2022
PER_255337EA74C30CC8,Análise: Revista de Administração da PUCRS,,analise: revista de administracao da pucrs,1516-2680,1980-6302,,1516-2680,1980-6302,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2005-2013
PER_A39D78C4D515C640,Aviation in Focus: Journal of Aeronautical Sciences,,aviation in focus: journal of aeronautical sciences,,2179-703X,,,2179-703X,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2010-2017
PER_8DF9FA5DEB525585,BELT: Brazilian English Language Teaching Journal,,belt: brazilian english language teaching journal,,2178-3640,,,2178-3640,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2010-2022
PER_C6B634371168643F,Ciência & Saúde,,ciencia & saude,,1983-652X,,,1983-652X,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2008-2019
PER_053E3A0F1A760BD5,Civitas: Revista de Ciências Sociais,,civitas: revista de ciencias sociais,1519-6089,1984-7289,,1519-6089,1984-7289,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=2001-2022
PER_88A75A06866EBFC9,Conversas & Controvérsias,,conversas & controversias,,2178-5694,,,2178-5694,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2010-2022
PER_C87677014C825E7E,Direito & Justiça: Revista de Direito da PUCRS,,direito & justica: revista de direito da pucrs,0100-9079,1984-7718,,0100-9079,1984-7718,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2005-2016
PER_73FC4EFD29F19B10,Educação,,educacao,0101-465X,1981-2582,,0101-465X,1981-2582,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2004-2022
PER_9738C613EF78E1FE,Estudos Ibero-Americanos,,estudos ibero-americanos,0101-4064,1980-864X,,0101-4064,1980-864X,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=48; anos=1975-2022
PER_B9E7D8D94EA97B3F,intuitio,,intuitio,,1983-4012,,,1983-4012,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2008-2022
PER_CD795C191BDFAFA3,"Letras de Hoje: Estudos e debates de assuntos de linguística, literatura e língua portuguesa",,"letras de hoje: estudos e debates de assuntos de linguistica, literatura e lingua portuguesa",0101-3335,1984-7726,,0101-3335,1984-7726,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=56; anos=1967-2022
PER_8415A48BF416B945,Letrônica: Revista Digital do PPGL,,letronica: revista digital do ppgl,,1984-4301,,,1984-4301,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2008-2022
PER_B6D56445BBF4B410,Navegações: Revista de Cultura e Literaturas de Língua Portuguesa,,navegacoes: revista de cultura e literaturas de lingua portuguesa,1982-8527,1983-4276,,1982-8527,1983-4276,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2008-2022
PER_31A7E0E4D1249BBA,Oficina do Historiador,,oficina do historiador,,2178-3748,,,2178-3748,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2010-2022
PER_9D427748AF9CAF21,Psico,,psico,0103-5371,1980-8623,,0103-5371,1980-8623,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=18; anos=2005-2022
PER_AA123005C6C80ED1,Revista da FZVA,,revista da fzva,0104-4257,1984-9028,,0104-4257,1984-9028,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,http://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=1994-2013
PER_B59F48606F65484F,Revista da Graduação,,revista da graduacao,,1983-1374,,,1983-1374,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2008-2016
PER_8A29BE4A29BC4932,Revista Educação Por Escrito,,revista educacao por escrito,,2179-8435,,,2179-8435,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2010-2022
PER_A17C146A9BA5E453,"Revista FAMECOS: mídia, cultura e tecnologia",,"revista famecos: midia, cultura e tecnologia",1415-0549,1980-3729,,1415-0549,1980-3729,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=29; anos=1994-2022
PER_468F8176B7D55CA9,Revista Odonto Ciência,,revista odonto ciencia,0102-9460,1980-6523,,0102-9460,1980-6523,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=14; anos=2005-2018
PER_448AA53041C5FBBE,Scientia Medica,,scientia medica,1806-5562,1980-6108,,1806-5562,1980-6108,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=18; anos=2005-2022
PER_E3AE20163004BC41,"Sessões do Imaginário: Cinema, Cibercultura, Tecnologias da Imagem",,"sessoes do imaginario: cinema, cibercultura, tecnologias da imagem",1516-9294,1980-3710,,1516-9294,1980-3710,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=22; anos=1996-2017
PER_3D953703A1963199,Sistema Penal & Violência,,sistema penal & violencia,,2177-6784,,,2177-6784,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2009-2016
PER_BB8BA408AE24CD9F,Teocomunicação – Revista da Teologia da PUCRS,,teocomunicacao – revista da teologia da pucrs,0103-314X,1980-6736,,0103-314X,1980-6736,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=18; anos=2005-2022
PER_3F61D83A84CF54BE,Textos & Contextos: Porto Alegre,,textos & contextos: porto alegre,,1677-9509,,,1677-9509,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=21; anos=2002-2022
PER_B13BB2CE59F0DA03,Veritas – Revista de Filosofia da PUCRS,,veritas – revista de filosofia da pucrs,0042-3955,1984-6746,,0042-3955,1984-6746,,Pontifícia Universidade Católica do Rio Grande do Sul,pontificia universidade catolica do rio grande do sul,Brasil,,OJS3,https://revistaseletronicas.pucrs.br/ojs/,revistaseletronicas.pucrs.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=28; anos=1995-2022
PER_A7BE971B52A31FF6,Comunicologia-Revista de Comunicação e Epistemologia da Universidade Católica de Brasília,,comunicologia-revista de comunicacao e epistemologia da universidade catolica de brasilia,,1981-2132,,,1981-2132,,Portal de Revistas Eletrônicas-UCB,portal de revistas eletronicas-ucb,Brasil,,OJS3,https://portalrevistas.ucb.br/,portalrevistas.ucb.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=26; anos=2008-2020
PER_678AC4074021B1E3,Economic Analysis of Law Review,,economic analysis of law review,,2178-0587,,,2178-0587,,Portal de Revistas Eletrônicas-UCB,portal de revistas eletronicas-ucb,Brasil,,OJS3,https://portalrevistas.ucb.br/,portalrevistas.ucb.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=24; anos=2010-2022
