url_check_id,periodico_id,source_system,url_original,url_original_domain,check_date,http_status,redirect_count,final_url,final_domain,domain_changed,https_valid,timeout,ojs_detected,ojs_version_hint,is_accessible,problem_type,notes,created_at
URL_6F66D854FFA0D84B,PER_54AE470F37D2A31F,periodicos,https://rbciamb.com.br/,rbciamb.com.br,,200,2,https://www.rbciamb.com.br/Publicacoes_RBCIAMB,www.rbciamb.com.br,True,True,False,True,3.3.0,True,redirect_domain_changed,,
URL_EA5C0C8C2B76D9C6,PER_857F97C67AAC346D,periodicos,http://revista.arquivonacional.gov.br/,revista.arquivonacional.gov.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revista.arquivonacional.gov.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'revista.arquivonacional.gov.br' doesn't match either of '*.an.gov.br', 'an.gov.br'"")))",
URL_951C826C16F3B3DF,PER_1B3B494ADD60A911,periodicos,http://lalca.acv.ibict.br/,lalca.acv.ibict.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='lalca.acv.ibict.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))",
URL_36079A65E1AFD625,PER_6E1D54F5A5C430A4,periodicos,https://ojs.edicic.org/,ojs.edicic.org,,200,1,https://ojs.edicic.org/revistaedicic,ojs.edicic.org,False,True,False,True,3.3.0,True,redirect,,
URL_E42ACC13D135314D,PER_5FF76EE1429CAD5C,periodicos,https://periodicos.ufpb.br/,periodicos.ufpb.br,,,0,,,,,False,,,False,connection_error,"('Connection aborted.', OSError(22, 'Invalid argument'))",
URL_CD72C24DCB553B06,PER_CD6EC0AB00EDC60D,periodicos,http://www.abhr.org.br/plura/ojs/,www.abhr.org.br,,404,0,http://www.abhr.org.br/plura/ojs/,www.abhr.org.br,False,,False,False,,False,not_found,,
URL_232143D7AA761C5B,PER_F3CDE25EC28E653F,periodicos,https://www.revistas.uneb.br/,www.revistas.uneb.br,,200,0,https://www.revistas.uneb.br/,www.revistas.uneb.br,False,True,False,True,3.3.0,True,ok,,
URL_84EFE79173C793C8,PER_2BB1976FDBA015A5,periodicos,https://bjr.sbpjor.org.br/,bjr.sbpjor.org.br,,200,3,https://bjr.sbpjor.org.br/bjr,bjr.sbpjor.org.br,False,True,False,True,3.3.0,True,redirect,,
URL_5AB58A9F7CCDE147,PER_E336EF5D9332FE0B,periodicos,http://revista.abrasd.com.br/,revista.abrasd.com.br,,200,2,https://revista.abrasd.com.br/index.php/rbsd,revista.abrasd.com.br,False,True,False,True,3.3.0,True,redirect,,
URL_9AD1E0E6256B036E,PER_60C9FC9FE14CFD48,periodicos,https://bioscience.org.br/bioscience/,bioscience.org.br,,200,1,https://bioscience.org.br/bioscience/index.php/bioscience,bioscience.org.br,False,True,False,True,3.4.0,True,redirect,,
URL_C376F1793EE1C0C9,PER_8E591C584F162BE1,periodicos,https://regepe.org.br/,regepe.org.br,,200,2,https://regepe.org.br/regepe,regepe.org.br,False,True,False,True,3.3.0,True,redirect,,
URL_68C0577E7278E660,PER_CD50977D6FEF94CF,periodicos,https://rhhj.anpuh.org/,rhhj.anpuh.org,,200,1,https://rhhj.anpuh.org/RHHJ,rhhj.anpuh.org,False,True,False,True,3.3.0,True,redirect,,
URL_B212BBA94761466B,PER_715B84E71039C7CF,periodicos,https://www.anppom.com.br/revista/,www.anppom.com.br,,200,1,https://www.anppom.com.br/revista/index.php/opus,www.anppom.com.br,False,True,False,True,2.4.8,True,redirect,,
URL_09548D2FE1C25D23,PER_04455E1DE96735BB,periodicos,https://www.anppom.com.br/revista/,www.anppom.com.br,,200,1,https://www.anppom.com.br/revista/index.php/opus,www.anppom.com.br,False,True,False,True,2.4.8,True,redirect,,
URL_2CF674778F814CE3,PER_A60ED85FBCE97606,periodicos,https://www.anppom.com.br/revista/,www.anppom.com.br,,200,1,https://www.anppom.com.br/revista/index.php/opus,www.anppom.com.br,False,True,False,True,2.4.8,True,redirect,,
URL_DF7EFD8435239E17,PER_DADEFD31F8F51BF5,periodicos,https://rbtur.org.br/,rbtur.org.br,,,0,,,,,True,,,False,timeout,"HTTPSConnectionPool(host='rbtur.org.br', port=443): Read timed out. (read timeout=20)",
URL_DCCA6B12012C72C1,PER_24F02D19896FE52D,periodicos,https://periodicos.ufmg.br/,periodicos.ufmg.br,,200,1,https://www.ufmg.br/periodicos/,www.ufmg.br,True,True,False,False,,True,redirect_domain_changed,,
URL_11457244FF1F3835,PER_7514757C59CD038C,periodicos,https://seer.cesjf.br/,seer.cesjf.br,,,0,,,,,False,,,False,connection_error,"HTTPSConnectionPool(host='seer.cesjf.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='seer.cesjf.br', port=443): Failed to resolve 'seer.cesjf.br' ([Errno 8] nodename nor servname provided, or not known)""))",
URL_04D3B110DF954F1F,PER_D4E224AA0818EC40,periodicos,https://seer.cesjf.br/,seer.cesjf.br,,,0,,,,,False,,,False,connection_error,"HTTPSConnectionPool(host='seer.cesjf.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='seer.cesjf.br', port=443): Failed to resolve 'seer.cesjf.br' ([Errno 8] nodename nor servname provided, or not known)""))",
URL_E209140169EB53FF,PER_C5ED009C6911F4D6,periodicos,http://cadernos.cenpec.org.br/cadernos/,cadernos.cenpec.org.br,,404,0,http://cadernos.cenpec.org.br/cadernos/,cadernos.cenpec.org.br,False,,False,False,,False,not_found,,
URL_8E2D28CCA2AF97F0,PER_E97D67B813ADC3C2,periodicos,https://revistajuridica.presidencia.gov.br/,revistajuridica.presidencia.gov.br,,200,2,https://revistajuridica.presidencia.gov.br/index.php/saj/index,revistajuridica.presidencia.gov.br,False,True,False,False,,True,redirect,,
URL_7A3B7E3A604D9746,PER_52BF29B5F5E691C6,periodicos,http://conexaosipaer.cenipa.gov.br/,conexaosipaer.cenipa.gov.br,,,0,,,,,False,,,False,connection_error,"HTTPConnectionPool(host='conexaosipaer.cenipa.gov.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='conexaosipaer.cenipa.gov.br', port=80): Failed to resolve 'conexaosipaer.cenipa.gov.br' ([Errno 8] nodename nor servname provided, or not known)""))",
URL_21D5F6E4861F1185,PER_E57277C934359553,periodicos,https://revistas.cesmac.edu.br/,revistas.cesmac.edu.br,,200,0,https://revistas.cesmac.edu.br/,revistas.cesmac.edu.br,False,True,False,True,3.3.0,True,ok,,
URL_55D79672EC943709,PER_2ADB1810EFCC0424,periodicos,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,,200,0,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,False,True,False,True,3.3.0,True,ok,,
URL_4C3CE35AC259CF89,PER_4E2FE08656416F95,periodicos,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,,200,0,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,False,True,False,True,3.3.0,True,ok,,
URL_03E8B35F2B99AE58,PER_8A0146901E26508E,periodicos,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,,200,0,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,False,True,False,True,3.3.0,True,ok,,
URL_71E7C9B2E1816DCE,PER_3926CD12483B7054,periodicos,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,,200,0,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,False,True,False,True,3.3.0,True,ok,,
URL_1D9BE9EB33F7EF45,PER_A257C910030C9084,periodicos,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,,200,0,https://periodicos.unicesumar.edu.br/,periodicos.unicesumar.edu.br,False,True,False,True,3.3.0,True,ok,,
URL_7DBB06DDCE0845FF,PER_18458B45EB30C917,periodicos,https://periodicos.unichristus.edu.br/,periodicos.unichristus.edu.br,,200,0,https://periodicos.unichristus.edu.br/,periodicos.unichristus.edu.br,False,True,False,True,3.3.0,True,ok,,
URL_27935DE7393A068B,PER_AC2D8D75A133666F,periodicos,https://periodicos.unichristus.edu.br/,periodicos.unichristus.edu.br,,200,0,https://periodicos.unichristus.edu.br/,periodicos.unichristus.edu.br,False,True,False,True,3.3.0,True,ok,,
URL_1071337B8002DFDA,PER_F36DC7F55D62E03D,periodicos,http://revista.unicuritiba.edu.br/,revista.unicuritiba.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revista.unicuritiba.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)')))",
URL_918EEA3433D1CE16,PER_0B617B5965773BDE,periodicos,https://revistas.unibh.br/,revistas.unibh.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revistas.unibh.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)')))",
URL_6BCCBE057F1FFB87,PER_0FEE66763CFA80AE,periodicos,https://revistas.unibh.br/,revistas.unibh.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revistas.unibh.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)')))",
URL_632895999BAE5ABC,PER_B734341E59FFC850,periodicos,https://revistas.unibh.br/,revistas.unibh.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revistas.unibh.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)')))",
URL_D74D826BC279FA83,PER_2EEB3D6D66282665,periodicos,https://revistas.unibh.br/,revistas.unibh.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revistas.unibh.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)')))",
URL_C37A738864BE4771,PER_E8BABF41713F4EE0,periodicos,https://revistas.unibh.br/,revistas.unibh.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revistas.unibh.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)')))",
URL_A86721845722B2AE,PER_D9EE92836EDA0B90,periodicos,https://revistas.unibh.br/,revistas.unibh.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revistas.unibh.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)')))",
URL_AA4FB59487823E87,PER_33DB4DB3BCE216A9,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.publicacoesacademicas.uniceub.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))",
URL_D7BAC73C8A630F29,PER_E247DED6C099FBC3,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.publicacoesacademicas.uniceub.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))",
URL_E8CCC00E72C4209C,PER_5CB3BAE6F261988A,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.publicacoesacademicas.uniceub.br', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))",
URL_4803E81A9A8142FE,PER_2FC576629EC51BC6,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,200,0,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,False,True,False,True,2.4.8,True,ok,,
URL_8DAD262F22A9DBFE,PER_884647EBFA6124E6,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,200,0,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,False,True,False,True,2.4.8,True,ok,,
URL_EB44241349BDA8D4,PER_02AA9FF2DA911497,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,200,0,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,False,True,False,True,2.4.8,True,ok,,
URL_70744AE8C193CFC9,PER_9D146F434855B6EF,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,200,0,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,False,True,False,True,2.4.8,True,ok,,
URL_F0456789FDD31A58,PER_B433F4E002BA91B3,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,200,0,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,False,True,False,True,2.4.8,True,ok,,
URL_A05172E8BC6BFB10,PER_C41A27DB2E2BBA88,periodicos,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,,200,0,https://www.publicacoesacademicas.uniceub.br/,www.publicacoesacademicas.uniceub.br,False,True,False,True,2.4.8,True,ok,,
URL_2119C2AC8840ECED,PER_4E6C8182F46326BE,periodicos,http://uniaraxa.edu.br/ojs/,uniaraxa.edu.br,,404,0,http://uniaraxa.edu.br/ojs/,uniaraxa.edu.br,False,,False,False,,False,not_found,,
URL_F3C24E7012501F85,PER_F1E08D8F3706AC75,periodicos,https://www.revistas.unilasalle.edu.br/,www.revistas.unilasalle.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revistas.unilasalle.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.revistas.unilasalle.edu.br' doesn't match either of '*.unilasalle.edu.br', 'unilasalle.edu.br'"")))",
URL_E97D1B29465C84DC,PER_7AA87AA6EF051216,periodicos,https://www.revistas.unilasalle.edu.br/,www.revistas.unilasalle.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revistas.unilasalle.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.revistas.unilasalle.edu.br' doesn't match either of '*.unilasalle.edu.br', 'unilasalle.edu.br'"")))",
URL_CA719DF6ED989F36,PER_38221349E726C7F1,periodicos,https://www.revistas.unilasalle.edu.br/,www.revistas.unilasalle.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revistas.unilasalle.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.revistas.unilasalle.edu.br' doesn't match either of '*.unilasalle.edu.br', 'unilasalle.edu.br'"")))",
URL_1140C4A29161112E,PER_FC2B445E0CC7872B,periodicos,https://www.revistas.unilasalle.edu.br/,www.revistas.unilasalle.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revistas.unilasalle.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.revistas.unilasalle.edu.br' doesn't match either of '*.unilasalle.edu.br', 'unilasalle.edu.br'"")))",
URL_734B68AC865CA6E8,PER_7CC5A2B2F2D387CF,periodicos,https://www.revistas.unilasalle.edu.br/,www.revistas.unilasalle.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revistas.unilasalle.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.revistas.unilasalle.edu.br' doesn't match either of '*.unilasalle.edu.br', 'unilasalle.edu.br'"")))",
URL_BD713F54FE69C9C0,PER_EE492EDCE79CA324,periodicos,https://periodicos.ufpel.edu.br/,periodicos.ufpel.edu.br,,200,0,https://periodicos.ufpel.edu.br/,periodicos.ufpel.edu.br,False,True,False,True,3.1.2,True,ok,,
URL_C4E8372D70FE5DF5,PER_C20CDF6CF1536D23,periodicos,https://www.revistas.unilasalle.edu.br/,www.revistas.unilasalle.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revistas.unilasalle.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.revistas.unilasalle.edu.br' doesn't match either of '*.unilasalle.edu.br', 'unilasalle.edu.br'"")))",
URL_F289ADB4EAE46DC1,PER_8D9BE513BE9AEED3,periodicos,https://www.revistas.unilasalle.edu.br/,www.revistas.unilasalle.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revistas.unilasalle.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.revistas.unilasalle.edu.br' doesn't match either of '*.unilasalle.edu.br', 'unilasalle.edu.br'"")))",
URL_224FF720A8C4990F,PER_40719394B318830A,periodicos,https://www.revistas.unilasalle.edu.br/,www.revistas.unilasalle.edu.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revistas.unilasalle.edu.br', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.revistas.unilasalle.edu.br' doesn't match either of '*.unilasalle.edu.br', 'unilasalle.edu.br'"")))",
URL_9EBC427F1D8D4551,PER_943EE584BE4438EA,periodicos,https://www.revista.unisal.br/ojs/,www.revista.unisal.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='www.revista.unisal.br', port=443): Max retries exceeded with url: /ojs/ (Caused by SSLError(CertificateError(""hostname 'www.revista.unisal.br' doesn't match 'revista.unisal.br'"")))",
URL_C6FCB0B87B87A92A,PER_84D760E521CE994B,periodicos,https://www.fara.edu.br/sipe/,www.fara.edu.br,,200,1,https://www.fara.edu.br/sipe/index.php/index/install,www.fara.edu.br,False,True,False,True,provavel-ojs3,True,redirect,,
URL_62B6FA9501B6C9C4,PER_5BEBCB4E86A01B5E,periodicos,https://revistaeletronicardfd.unibrasil.com.br/,revistaeletronicardfd.unibrasil.com.br,,200,1,https://revistaeletronicardfd.unibrasil.com.br/index.php/rdfd,revistaeletronicardfd.unibrasil.com.br,False,True,False,True,3.3.0,True,redirect,,
URL_2B4A5974B9335C5E,PER_779A7618F68C292B,periodicos,https://portaldeperiodicos.animaeducacao.com.br/,portaldeperiodicos.animaeducacao.com.br,,200,0,https://portaldeperiodicos.animaeducacao.com.br/,portaldeperiodicos.animaeducacao.com.br,False,True,False,True,3.4.0,True,ok,,
URL_FEC72E15FA06EEC0,PER_8696B5C937256887,periodicos,https://revista.iesb.br/revista/,revista.iesb.br,,,0,,,,False,False,,,False,ssl_error,"HTTPSConnectionPool(host='revista.iesb.br', port=443): Max retries exceeded with url: /revista/ (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)')))",
URL_A07F2C0C08DA2831,PER_55D47D2FD3244D8A,periodicos,http://www.periodicos.ulbra.br/,www.periodicos.ulbra.br,,200,0,http://www.periodicos.ulbra.br/,www.periodicos.ulbra.br,False,,False,True,2.4.8,True,ok,,
URL_40DFB99929807F78,PER_E5838F21C88001BB,periodicos,http://www.periodicos.ulbra.br/,www.periodicos.ulbra.br,,200,0,http://www.periodicos.ulbra.br/,www.periodicos.ulbra.br,False,,False,True,2.4.8,True,ok,,
URL_E520C6AB9630F3EA,PER_434241FE543AEF9F,periodicos,http://revista.ulbrajp.edu.br/ojs/,revista.ulbrajp.edu.br,,,0,,,,,False,,,False,connection_error,"HTTPConnectionPool(host='revista.ulbrajp.edu.br', port=80): Max retries exceeded with url: /ojs/ (Caused by NameResolutionError(""HTTPConnection(host='revista.ulbrajp.edu.br', port=80): Failed to resolve 'revista.ulbrajp.edu.br' ([Errno 8] nodename nor servname provided, or not known)""))",
URL_27E7CCB23D0A241D,PER_6F8AB55CF07476FB,periodicos,http://www.conferencias.ulbra.br/,www.conferencias.ulbra.br,,200,0,http://www.conferencias.ulbra.br/,www.conferencias.ulbra.br,False,,False,True,provavel-ojs3,True,ok,,
URL_55EAEC5A68551235,PER_35A4E9AF336F6EC6,periodicos,https://www.revistaphilologus.org.br/,www.revistaphilologus.org.br,,200,1,https://www.revistaphilologus.org.br/index.php/rph,www.revistaphilologus.org.br,False,True,False,True,3.3.0,True,redirect,,
URL_F2B4CDCA25828BA9,PER_5C59949B33A07E5C,periodicos,https://revista.cade.gov.br/,revista.cade.gov.br,,200,1,https://revista.cade.gov.br/index.php/revistadedefesadaconcorrencia,revista.cade.gov.br,False,True,False,True,3.4.0,True,redirect,,
URL_89AC936C6CBDD8F7,PER_AD15A41BFD70C8B3,periodicos,http://www.cra-pr.org.br/revista/,www.cra-pr.org.br,,404,1,http://cra-pr.org.br/revista/,cra-pr.org.br,True,,False,True,provavel-ojs3,False,not_found,,
URL_43E5253EABC196C2,PER_27129EA3C3EAFEA2,periodicos,http://revista.crcsc.org.br/,revista.crcsc.org.br,,200,2,https://revista.crcsc.org.br/CRCSC,revista.crcsc.org.br,False,True,False,True,3.3.0,True,redirect,,
URL_33C82F65F1EF68C7,PER_15AD450E6FCC7C88,periodicos,https://rbpg.capes.gov.br/,rbpg.capes.gov.br,,200,1,https://rbpg.capes.gov.br/rbpg,rbpg.capes.gov.br,False,True,False,True,3.3.0,True,redirect,,
URL_8BA1C2976E29E465,PER_F0672A6B97ECD8BE,periodicos,https://periodicos.saude.sp.gov.br/,periodicos.saude.sp.gov.br,,200,0,https://periodicos.saude.sp.gov.br/,periodicos.saude.sp.gov.br,False,True,False,True,3.3.0,True,ok,,
URL_EA62200D1960D9D2,PER_9DCB38248C91F4D5,periodicos,https://revistadadpu.dpu.def.br/,revistadadpu.dpu.def.br,,200,0,https://revistadadpu.dpu.def.br/,revistadadpu.dpu.def.br,False,True,False,True,3.2.1,True,ok,,
URL_A5BB121DF0E3EF37,PER_7D881A9AE7ECB30A,periodicos,http://revista.uemg.br/,revista.uemg.br,,200,2,https://periodicos.uemg.br,periodicos.uemg.br,True,True,False,True,,True,redirect_domain_changed,,
URL_48707A538670B776,PER_62D58275D33234CC,periodicos,https://revista.uemg.br/,revista.uemg.br,,200,1,https://periodicos.uemg.br,periodicos.uemg.br,True,True,False,True,,True,redirect_domain_changed,,
URL_F72B9571B15F2A2D,PER_27E38BEED5DC5A34,periodicos,https://periodicos.ufac.br/,periodicos.ufac.br,,200,0,https://periodicos.ufac.br/,periodicos.ufac.br,False,True,False,True,3.3.0,True,ok,,
URL_60E6538DC8D5E909,PER_48209DFF45CF5DF5,periodicos,https://boletimcn.museu-goeldi.br/,boletimcn.museu-goeldi.br,,200,2,https://boletimcn.museu-goeldi.br/bcnaturais/pt_BR,boletimcn.museu-goeldi.br,False,True,False,True,3.5.0,True,redirect,,
URL_76099E2C400E4B73,PER_14828749615CCEE8,periodicos,http://editora.museu-goeldi.br/,editora.museu-goeldi.br,,,0,,,,,True,,,False,timeout,"HTTPConnectionPool(host='editora.museu-goeldi.br', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='editora.museu-goeldi.br', port=80) at 0x10697c640>, 'Connection to editora.museu-goeldi.br timed out. (connect timeout=20)'))",
URL_D8D473C75DF61065,PER_D793DA031DE8B705,periodicos,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,,403,0,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,False,True,False,False,,False,blocked,,
URL_07A59A1F0C859014,PER_633C4BA923794207,periodicos,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,,403,0,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,False,True,False,False,,False,blocked,,
URL_DF7E17E51C8028BC,PER_65BFC33E1E6DAE4C,periodicos,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,,403,0,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,False,True,False,False,,False,blocked,,
URL_F9E6A060A6E3C38E,PER_6B6F3EA1DB5D8D83,periodicos,https://biometria.ufla.br/,biometria.ufla.br,,200,1,https://biometria.ufla.br/index.php/BBJ,biometria.ufla.br,False,True,False,True,3.3.0,True,redirect,,
URL_FB1DC3CE8F0F72AE,PER_5482A9BF146415F0,periodicos,http://www.revista.dae.ufla.br/,www.revista.dae.ufla.br,,200,2,https://www.revista.dae.ufla.br/index.php/ora,www.revista.dae.ufla.br,False,True,False,True,3.3.0,True,redirect,,
URL_4A7C9C237CB1EFD6,PER_3593010A14E738B7,periodicos,https://pfb.cnpf.embrapa.br/pfb/,pfb.cnpf.embrapa.br,,200,1,https://pfb.sede.embrapa.br/pfb/,pfb.sede.embrapa.br,True,True,False,True,3.3.0,True,redirect_domain_changed,,
URL_FBAD991EF42C1A6A,PER_1671A32FE27DE45D,periodicos,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,,200,0,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,False,True,False,True,3.4.0,True,ok,,
URL_D82EEA461D60B702,PER_C12C528E1494E31F,periodicos,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,,200,0,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,False,True,False,True,3.4.0,True,ok,,
URL_8058F3786FF14547,PER_7116DE75F1766C3C,periodicos,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,,200,0,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,False,True,False,True,3.4.0,True,ok,,
URL_C45942536B01E89E,PER_1900A2B869A70936,periodicos,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,,200,0,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,False,True,False,True,3.4.0,True,ok,,
URL_A8BFC3A5375803A6,PER_646E3E8D075FBDF5,periodicos,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,,200,0,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,False,True,False,True,3.4.0,True,ok,,
URL_0DA550DB0F41C062,PER_F1F2BB444670207E,periodicos,http://ww2.esmarn.tjrn.jus.br/revistas/,ww2.esmarn.tjrn.jus.br,,200,1,https://ww2.esmarn.tjrn.jus.br/revistas/,ww2.esmarn.tjrn.jus.br,False,True,False,True,3.3.0,True,redirect,,
URL_E9AC78BF6E85D58A,PER_F6AF1CD418D8BEDA,periodicos,http://ww2.esmarn.tjrn.jus.br/revistas/,ww2.esmarn.tjrn.jus.br,,200,1,https://ww2.esmarn.tjrn.jus.br/revistas/,ww2.esmarn.tjrn.jus.br,False,True,False,True,3.3.0,True,redirect,,
URL_A6166387E5B8089C,PER_8A6C1AD0932EC693,periodicos,https://revista.enap.gov.br/,revista.enap.gov.br,,200,1,https://revista.enap.gov.br/index.php/RSP,revista.enap.gov.br,False,True,False,True,3.2.1,True,redirect,,
